full,split,length,title,subtitle,date_published,text,date_scraped,rating,top_reviewer,helpful_reviewer,rating_count,name,review_count
"S
Samantha
2 ratings2 reviews
June 18, 2016
Bjs is the BEST wholesale club hands down!
Helpful
04/07/2021 13:28:19
5","['S', 'Samantha', '2 ratings2 reviews', 'June 18, 2016', 'Bjs is the BEST wholesale club hands down!', 'Helpful', '04/07/2021 13:28:19', '5']",8,Samantha,2 ratings2 reviews,06/18/2016,Bjs is the BEST wholesale club hands down!,04/07/2021 13:28:19,5,0,0,2,Samantha,0
"D
Derek
2 ratings1 reviews
June 17, 2016
Has all the brand names in bulk that Costco doesn't carry
Helpful
04/07/2021 13:28:19
5","['D', 'Derek', '2 ratings1 reviews', 'June 17, 2016', ""Has all the brand names in bulk that Costco doesn't carry"", 'Helpful', '04/07/2021 13:28:19', '5']",8,Derek,2 ratings1 reviews,06/17/2016,Has all the brand names in bulk that Costco doesn't carry,04/07/2021 13:28:19,5,0,0,2,Derek,0
"S
SusanTOP REVIEWER
32 ratings16 reviews
June 16, 2016
love it that they accept personal credit cards (you don't have to get one through them)
Helpful
04/07/2021 13:28:19
5","['S', 'SusanTOP REVIEWER', '32 ratings16 reviews', 'June 16, 2016', ""love it that they accept personal credit cards (you don't have to get one through them)"", 'Helpful', '04/07/2021 13:28:19', '5']",8,SusanTOP REVIEWER,32 ratings16 reviews,06/16/2016,love it that they accept personal credit cards (you don't have to get one through them),04/07/2021 13:28:19,5,1,0,32,Susan,0
"D
DonaldTOP REVIEWER
10 ratings7 reviews
June 14, 2016
Good at $25.00, not at anything higher. Thanks, Groupon!
Helpful
04/07/2021 13:28:19
5","['D', 'DonaldTOP REVIEWER', '10 ratings7 reviews', 'June 14, 2016', 'Good at $25.00, not at anything higher. Thanks, Groupon!', 'Helpful', '04/07/2021 13:28:19', '5']",8,DonaldTOP REVIEWER,10 ratings7 reviews,06/14/2016,"Good at $25.00, not at anything higher. Thanks, Groupon!",04/07/2021 13:28:19,5,1,0,10,Donald,0
"C
ChristineTOP REVIEWERHELPFUL REVIEWER
14 ratings7 reviews
June 11, 2016
I love BJ's for the simple fact that you can use multiple manufactorer's coupons on top of a BJ's coupon and save even more off their low prices!
Helpful
04/07/2021 13:28:19
5","['C', 'ChristineTOP REVIEWERHELPFUL REVIEWER', '14 ratings7 reviews', 'June 11, 2016', ""I love BJ's for the simple fact that you can use multiple manufactorer's coupons on top of a BJ's coupon and save even more off their low prices!"", 'Helpful', '04/07/2021 13:28:19', '5']",8,ChristineTOP REVIEWERHELPFUL REVIEWER,14 ratings7 reviews,06/11/2016,I love BJ's for the simple fact that you can use multiple manufactorer's coupons on top of a BJ's coupon and save even more off their low prices!,04/07/2021 13:28:19,5,1,1,14,Christine,0
"J
JudyTOP REVIEWER
11 ratings9 reviews
June 8, 2016
I was a Sam's Club member until they left our area. I still miss them. I do like BJ's as they accept coupons, but you have to know your prices and they don't have a lot of the items I used to buy at Sam's Club.
Helpful
04/07/2021 13:28:19
5","['J', 'JudyTOP REVIEWER', '11 ratings9 reviews', 'June 8, 2016', ""I was a Sam's Club member until they left our area. I still miss them. I do like BJ's as they accept coupons, but you have to know your prices and they don't have a lot of the items I used to buy at Sam's Club."", 'Helpful', '04/07/2021 13:28:19', '5']",8,JudyTOP REVIEWER,11 ratings9 reviews,06/08/2016,"I was a Sam's Club member until they left our area. I still miss them. I do like BJ's as they accept coupons, but you have to know your prices and they don't have a lot of the items I used to buy at Sam's Club.",04/07/2021 13:28:19,5,1,0,11,Judy,0
"C
CynthiaTOP REVIEWERHELPFUL REVIEWER
26 ratings16 reviews
June 7, 2016
Does not compare to Costco
Helpful
04/07/2021 13:28:19
1","['C', 'CynthiaTOP REVIEWERHELPFUL REVIEWER', '26 ratings16 reviews', 'June 7, 2016', 'Does not compare to Costco', 'Helpful', '04/07/2021 13:28:19', '1']",8,CynthiaTOP REVIEWERHELPFUL REVIEWER,26 ratings16 reviews,06/07/2016,Does not compare to Costco,04/07/2021 13:28:19,1,1,1,26,Cynthia,0
"P
PauletteTOP REVIEWER
20 ratings18 reviews
June 4, 2016
Did not think I would like it @first but the savings are great ! We are there almost every week !
Helpful
04/07/2021 13:28:19
5","['P', 'PauletteTOP REVIEWER', '20 ratings18 reviews', 'June 4, 2016', 'Did not think I would like it @first but the savings are great ! We are there almost every week !', 'Helpful', '04/07/2021 13:28:19', '5']",8,PauletteTOP REVIEWER,20 ratings18 reviews,06/04/2016,Did not think I would like it @first but the savings are great ! We are there almost every week !,04/07/2021 13:28:19,5,1,0,20,Paulette,0
"C
Christopher
5 ratings1 reviews
June 2, 2016
Devin was of fantastic assistance!
Helpful
04/07/2021 13:28:19
5","['C', 'Christopher', '5 ratings1 reviews', 'June 2, 2016', 'Devin was of fantastic assistance!', 'Helpful', '04/07/2021 13:28:19', '5']",8,Christopher,5 ratings1 reviews,06/02/2016,Devin was of fantastic assistance!,04/07/2021 13:28:19,5,0,0,5,Christopher,0
"J
Jeronah
2 ratings2 reviews
June 2, 2016
BJ's allows you to use coupons this is something that Sam's Club does not allow BJ's carries a wide variety of brand names and their own brand products overall great deal
Helpful
04/07/2021 13:28:23
5","['J', 'Jeronah', '2 ratings2 reviews', 'June 2, 2016', ""BJ's allows you to use coupons this is something that Sam's Club does not allow BJ's carries a wide variety of brand names and their own brand products overall great deal"", 'Helpful', '04/07/2021 13:28:23', '5']",8,Jeronah,2 ratings2 reviews,06/02/2016,BJ's allows you to use coupons this is something that Sam's Club does not allow BJ's carries a wide variety of brand names and their own brand products overall great deal,04/07/2021 13:28:23,5,0,0,2,Jeronah,0
"J
Jane
9 ratings3 reviews
June 2, 2016
Monthly coupons reduce prices even further
Helpful
04/07/2021 13:28:23
5","['J', 'Jane', '9 ratings3 reviews', 'June 2, 2016', 'Monthly coupons reduce prices even further', 'Helpful', '04/07/2021 13:28:23', '5']",8,Jane,9 ratings3 reviews,06/02/2016,Monthly coupons reduce prices even further,04/07/2021 13:28:23,5,0,0,9,Jane,0
"L
Leslie
3 ratings2 reviews
June 1, 2016
Per BJ's membership starts the date of purchase. Not when it is redeemed in the store!
Helpful
04/07/2021 13:28:23
1","['L', 'Leslie', '3 ratings2 reviews', 'June 1, 2016', ""Per BJ's membership starts the date of purchase. Not when it is redeemed in the store!"", 'Helpful', '04/07/2021 13:28:23', '1']",8,Leslie,3 ratings2 reviews,06/01/2016,Per BJ's membership starts the date of purchase. Not when it is redeemed in the store!,04/07/2021 13:28:23,1,0,0,3,Leslie,0
"J
JoyTOP REVIEWER
6 ratings5 reviews
May 30, 2016
The best groupon by far
Helpful
04/07/2021 13:28:23
5","['J', 'JoyTOP REVIEWER', '6 ratings5 reviews', 'May 30, 2016', 'The best groupon by far', 'Helpful', '04/07/2021 13:28:23', '5']",8,JoyTOP REVIEWER,6 ratings5 reviews,05/30/2016,The best groupon by far,04/07/2021 13:28:23,5,1,0,6,Joy,0
"D
DiTOP REVIEWER
13 ratings12 reviews
May 28, 2016
Good deal on the membership price. BJ's has a great selection and even some items I didn't realize they carried. Good groupon and good place to shop!
Helpful
04/07/2021 13:28:23
5","['D', 'DiTOP REVIEWER', '13 ratings12 reviews', 'May 28, 2016', ""Good deal on the membership price. BJ's has a great selection and even some items I didn't realize they carried. Good groupon and good place to shop!"", 'Helpful', '04/07/2021 13:28:23', '5']",8,DiTOP REVIEWER,13 ratings12 reviews,05/28/2016,Good deal on the membership price. BJ's has a great selection and even some items I didn't realize they carried. Good groupon and good place to shop!,04/07/2021 13:28:23,5,1,0,13,Di,0
"C
CorinneTOP REVIEWER
23 ratings14 reviews
May 27, 2016
BJ is great company and great service
Helpful
04/07/2021 13:28:23
5","['C', 'CorinneTOP REVIEWER', '23 ratings14 reviews', 'May 27, 2016', 'BJ is great company and great service', 'Helpful', '04/07/2021 13:28:23', '5']",8,CorinneTOP REVIEWER,23 ratings14 reviews,05/27/2016,BJ is great company and great service,04/07/2021 13:28:23,5,1,0,23,Corinne,0
"P
PatriciaTOP REVIEWER
6 ratings5 reviews
May 25, 2016
Yes I only use it to buy water but I like the savings.
Helpful
04/07/2021 13:28:23
5","['P', 'PatriciaTOP REVIEWER', '6 ratings5 reviews', 'May 25, 2016', 'Yes I only use it to buy water but I like the savings.', 'Helpful', '04/07/2021 13:28:23', '5']",8,PatriciaTOP REVIEWER,6 ratings5 reviews,05/25/2016,Yes I only use it to buy water but I like the savings.,04/07/2021 13:28:23,5,1,0,6,Patricia,0
"C
Chalezia
5 ratings2 reviews
May 24, 2016
The Groupon indicates that membership is one year from the date of redemption; however, BJ's membership is only about ten months.
Helpful
04/07/2021 13:28:23
1","['C', 'Chalezia', '5 ratings2 reviews', 'May 24, 2016', ""The Groupon indicates that membership is one year from the date of redemption; however, BJ's membership is only about ten months."", 'Helpful', '04/07/2021 13:28:23', '1']",8,Chalezia,5 ratings2 reviews,05/24/2016,"The Groupon indicates that membership is one year from the date of redemption; however, BJ's membership is only about ten months.",04/07/2021 13:28:23,1,0,0,5,Chalezia,0
"K
KarenTOP REVIEWER
16 ratings7 reviews
May 23, 2016
Process was quick and easy. I liked that I was able to get another pass for a family member for free. Nice perk for the price offered.
Helpful
04/07/2021 13:28:23
5","['K', 'KarenTOP REVIEWER', '16 ratings7 reviews', 'May 23, 2016', 'Process was quick and easy. I liked that I was able to get another pass for a family member for free. Nice perk for the price offered.', 'Helpful', '04/07/2021 13:28:23', '5']",8,KarenTOP REVIEWER,16 ratings7 reviews,05/23/2016,Process was quick and easy. I liked that I was able to get another pass for a family member for free. Nice perk for the price offered.,04/07/2021 13:28:23,5,1,0,16,Karen,0
"J
Jennifer
2 ratings2 reviews
May 22, 2016
The best warehouse club!
Helpful
04/07/2021 13:28:23
5","['J', 'Jennifer', '2 ratings2 reviews', 'May 22, 2016', 'The best warehouse club!', 'Helpful', '04/07/2021 13:28:23', '5']",8,Jennifer,2 ratings2 reviews,05/22/2016,The best warehouse club!,04/07/2021 13:28:23,5,0,0,2,Jennifer,0
"E
EdnaTOP REVIEWER
33 ratings30 reviews
May 21, 2016
Prices are good nd the convince of being around the corner
Helpful
04/07/2021 13:28:26
5","['E', 'EdnaTOP REVIEWER', '33 ratings30 reviews', 'May 21, 2016', 'Prices are good nd the convince of being around the corner', 'Helpful', '04/07/2021 13:28:26', '5']",8,EdnaTOP REVIEWER,33 ratings30 reviews,05/21/2016,Prices are good nd the convince of being around the corner,04/07/2021 13:28:26,5,1,0,33,Edna,0
"S
SamTOP REVIEWER
17 ratings10 reviews
May 18, 2016
BJ's customer service needs to be informed about the Groupon BJ's offer and the membership needs to be started from the day the groupon redeemed not purchased. Thanks
Helpful
04/07/2021 13:28:26
5","['S', 'SamTOP REVIEWER', '17 ratings10 reviews', 'May 18, 2016', ""BJ's customer service needs to be informed about the Groupon BJ's offer and the membership needs to be started from the day the groupon redeemed not purchased. Thanks"", 'Helpful', '04/07/2021 13:28:26', '5']",8,SamTOP REVIEWER,17 ratings10 reviews,05/18/2016,BJ's customer service needs to be informed about the Groupon BJ's offer and the membership needs to be started from the day the groupon redeemed not purchased. Thanks,04/07/2021 13:28:26,5,1,0,17,Sam,0
"M
MikeTOP REVIEWER
10 ratings8 reviews
May 17, 2016
Great selection of organic plus often comes in smaller packages for couples
Helpful
04/07/2021 13:28:26
5","['M', 'MikeTOP REVIEWER', '10 ratings8 reviews', 'May 17, 2016', 'Great selection of organic plus often comes in smaller packages for couples', 'Helpful', '04/07/2021 13:28:26', '5']",8,MikeTOP REVIEWER,10 ratings8 reviews,05/17/2016,Great selection of organic plus often comes in smaller packages for couples,04/07/2021 13:28:26,5,1,0,10,Mike,0
"D
DeborahTOP REVIEWERHELPFUL REVIEWER
48 ratings33 reviews
May 17, 2016
The best birthday cakes for the money.
Helpful
04/07/2021 13:28:26
5","['D', 'DeborahTOP REVIEWERHELPFUL REVIEWER', '48 ratings33 reviews', 'May 17, 2016', 'The best birthday cakes for the money.', 'Helpful', '04/07/2021 13:28:26', '5']",8,DeborahTOP REVIEWERHELPFUL REVIEWER,48 ratings33 reviews,05/17/2016,The best birthday cakes for the money.,04/07/2021 13:28:26,5,1,1,48,Deborah,0
"L
Lorrie
3 ratings2 reviews
May 16, 2016
They accept manufactuer's coupons!
Helpful
04/07/2021 13:28:26
5","['L', 'Lorrie', '3 ratings2 reviews', 'May 16, 2016', ""They accept manufactuer's coupons!"", 'Helpful', '04/07/2021 13:28:26', '5']",8,Lorrie,3 ratings2 reviews,05/16/2016,They accept manufactuer's coupons!,04/07/2021 13:28:26,5,0,0,3,Lorrie,0
"S
Sasha
5 ratings3 reviews
May 16, 2016
Great Opportunity!
Helpful
04/07/2021 13:28:26
5","['S', 'Sasha', '5 ratings3 reviews', 'May 16, 2016', 'Great Opportunity!', 'Helpful', '04/07/2021 13:28:26', '5']",8,Sasha,5 ratings3 reviews,05/16/2016,Great Opportunity!,04/07/2021 13:28:26,5,0,0,5,Sasha,0
"A
AshleyTOP REVIEWER
15 ratings7 reviews
May 16, 2016
Def make a trio here once a month! Always nice to save on the membership!
Helpful
04/07/2021 13:28:26
5","['A', 'AshleyTOP REVIEWER', '15 ratings7 reviews', 'May 16, 2016', 'Def make a trio here once a month! Always nice to save on the membership!', 'Helpful', '04/07/2021 13:28:26', '5']",8,AshleyTOP REVIEWER,15 ratings7 reviews,05/16/2016,Def make a trio here once a month! Always nice to save on the membership!,04/07/2021 13:28:26,5,1,0,15,Ashley,0
"K
KimTOP REVIEWER
39 ratings26 reviews
May 15, 2016
The manager implied that my voucher my redeemed from the day of purchase from Groupon. ..not on 4/30/2016...when I redeemed it and their computer could not print a ID card..not a good experience today when I went for the ID card and it expires 2/2017... The same put in a request for effective date of April. .
Helpful
04/07/2021 13:28:26
1","['K', 'KimTOP REVIEWER', '39 ratings26 reviews', 'May 15, 2016', 'The manager implied that my voucher my redeemed from the day of purchase from Groupon. ..not on 4/30/2016...when I redeemed it and their computer could not print a ID card..not a good experience today when I went for the ID card and it expires 2/2017... The same put in a request for effective date of April. .', 'Helpful', '04/07/2021 13:28:26', '1']",8,KimTOP REVIEWER,39 ratings26 reviews,05/15/2016,The manager implied that my voucher my redeemed from the day of purchase from Groupon. ..not on 4/30/2016...when I redeemed it and their computer could not print a ID card..not a good experience today when I went for the ID card and it expires 2/2017... The same put in a request for effective date of April. .,04/07/2021 13:28:26,1,1,0,39,Kim,0
"M
Mary
1 ratings1 reviews
May 15, 2016
This is our second renewal with BJ's. This wholesale store is located near our home and they normally offer discounts on gas so it nice since it's in the neighborhood.
Helpful
04/07/2021 13:28:26
5","['M', 'Mary', '1 ratings1 reviews', 'May 15, 2016', ""This is our second renewal with BJ's. This wholesale store is located near our home and they normally offer discounts on gas so it nice since it's in the neighborhood."", 'Helpful', '04/07/2021 13:28:26', '5']",8,Mary,1 ratings1 reviews,05/15/2016,This is our second renewal with BJ's. This wholesale store is located near our home and they normally offer discounts on gas so it nice since it's in the neighborhood.,04/07/2021 13:28:26,5,0,0,1,Mary,0
"L
LaurenTOP REVIEWER
30 ratings12 reviews
May 13, 2016
Savings are good but you have to know your prices...
Helpful
04/07/2021 13:28:26
5","['L', 'LaurenTOP REVIEWER', '30 ratings12 reviews', 'May 13, 2016', 'Savings are good but you have to know your prices...', 'Helpful', '04/07/2021 13:28:26', '5']",8,LaurenTOP REVIEWER,30 ratings12 reviews,05/13/2016,Savings are good but you have to know your prices...,04/07/2021 13:28:26,5,1,0,30,Lauren,0
"P
PaolaTOP REVIEWERHELPFUL REVIEWER
18 ratings9 reviews
May 13, 2016
It was easy to sign up! Thanks Groupon and BJs for offering this deal!!!
Helpful
04/07/2021 13:28:30
5","['P', 'PaolaTOP REVIEWERHELPFUL REVIEWER', '18 ratings9 reviews', 'May 13, 2016', 'It was easy to sign up! Thanks Groupon and BJs for offering this deal!!!', 'Helpful', '04/07/2021 13:28:30', '5']",8,PaolaTOP REVIEWERHELPFUL REVIEWER,18 ratings9 reviews,05/13/2016,It was easy to sign up! Thanks Groupon and BJs for offering this deal!!!,04/07/2021 13:28:30,5,1,1,18,Paola,0
"B
Bernice
3 ratings1 reviews
May 11, 2016
Good deals if you buy in bulk items differ from other membership shopping clubs.
Helpful
04/07/2021 13:28:30
5","['B', 'Bernice', '3 ratings1 reviews', 'May 11, 2016', 'Good deals if you buy in bulk items differ from other membership shopping clubs.', 'Helpful', '04/07/2021 13:28:30', '5']",8,Bernice,3 ratings1 reviews,05/11/2016,Good deals if you buy in bulk items differ from other membership shopping clubs.,04/07/2021 13:28:30,5,0,0,3,Bernice,0
"C
CynthiaTOP REVIEWER
37 ratings29 reviews
May 10, 2016
Great savings on Keurig cups, water, English muffins, vitamins. Love this place. Great groupon value!
Helpful
04/07/2021 13:28:30
5","['C', 'CynthiaTOP REVIEWER', '37 ratings29 reviews', 'May 10, 2016', 'Great savings on Keurig cups, water, English muffins, vitamins. Love this place. Great groupon value!', 'Helpful', '04/07/2021 13:28:30', '5']",8,CynthiaTOP REVIEWER,37 ratings29 reviews,05/10/2016,"Great savings on Keurig cups, water, English muffins, vitamins. Love this place. Great groupon value!",04/07/2021 13:28:30,5,1,0,37,Cynthia,0
